"","Gender","LateForSchool","PossessionsOwnRoom","ParentsBelieveStudyingMathematicsIsImportant","WorryThatMathsWillBeDifficult","StudyMathsMoreThan2ExtraHoursADay","FamiliarityWithMathsConceptsLinearEquation","MathsTeachingTeacherHelps","ThinksTeachersTreatStudentsFair","MakeFriendsEasily","ThinksSchoolIsWasteOfTime","CouldPerformWellIfIWanted","MathScore","ReadScore","ScienceScore"
"380313","Female","None  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Agree","Agree","Strongly disagree","Agree",571.1248,587.9523,530.3432
"380314","Male","None  ","No","Strongly agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,433.3307,473.1293,508.6162
"380315","Female","None  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Agree","Agree","Disagree","Agree",495.3342,539.4199,485.5837
"380316","Female","None  ","No",NA,"Strongly agree",NA,"Heard of it often","Most Lessons","Agree","Disagree","Disagree","Agree",523.298,578.4206,543.771
"380317","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Most Lessons","Disagree","Strongly agree","Strongly disagree","Strongly agree",516.7549,520.992,450.3357
"380318","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,629.5451,578.1841,570.4401
"380319","Female","None  ","No","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,497.3594,534.1775,506.0985
"380320","Male","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Strongly disagree","Strongly agree","Agree","Disagree",496.3468,509.1367,512.3461
"380321","Female","None  ","Yes","Agree","Disagree","Often",NA,"Most Lessons","Agree","Agree","Disagree","Agree",591.5329,610.749,584.614
"380322","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,470.564,486.201,493.9761
"380323","Male","One or two times  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Every Lesson","Agree","Strongly agree","Disagree","Strongly agree",485.7532,448.1888,463.2973
"380324","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",592.234,592.6192,629.8396
"380325","Female","None  ","No",NA,"Disagree",NA,"Heard of it often","Every Lesson","Disagree","Agree","Disagree","Agree",578.2131,581.5978,556.7326
"380326","Male","None  ","No","Agree","Agree","Never or rarely",NA,"Most Lessons","Strongly disagree","Agree","Disagree","Agree",529.5295,566.155,507.404
"380327","Male","Five or more times  ","No","Agree","Agree","Sometimes",NA,"Never or Hardly Ever","Agree","Agree","Disagree","Disagree",370.6263,327.1753,396.4379
"380328","Female","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,570.3458,615.7531,606.8072
"380329","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Every Lesson","Agree","Strongly agree","Strongly disagree","Strongly agree",600.4907,580.7241,554.5878
"380330","Female","None  ","No","Strongly agree","Disagree","Always or almost always",NA,"Every Lesson","Agree","Disagree","Disagree","Strongly agree",608.0464,580.7241,581.7232
"380331","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,549.3145,463.4258,563.633
"380332","Male","Three or four times  ","Yes","Disagree",NA,"Often","Heard of it often",NA,NA,NA,NA,NA,413.2341,348.2665,424.972
"380333","Male","None  ","Yes",NA,"Strongly agree",NA,"Heard of it once or twice","Every Lesson","Strongly agree","Strongly agree","Agree","Agree",393.0597,271.7609,386.8333
"380334","Male","None  ","No","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,588.3393,492.6166,600.2797
"380335","Female","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it once or twice","Every Lesson","Agree","Strongly agree","Disagree","Agree",470.564,542.1206,509.8284
"380336","Male","None  ","No",NA,"Disagree",NA,"Heard of it a few times","Most Lessons","Disagree","Strongly agree","Disagree","Strongly agree",584.3667,594.223,630.1194
"380337","Female","One or two times  ","Yes","Agree","Disagree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Agree",511.9255,448.948,497.5196
"380338","Female","One or two times  ","Yes","Agree","Disagree","Sometimes",NA,"Most Lessons","Agree","Disagree","Strongly agree","Strongly agree",545.4198,588.6672,616.7848
"380339","Male","None  ","No",NA,"Disagree",NA,"Heard of it once or twice","Some Lessons","Agree","Agree","Disagree","Agree",500.7088,547.7102,603.4502
"380340","Male","None  ","Yes",NA,"Agree",NA,"Know it well,  understand the concept","Most Lessons","Strongly disagree","Disagree","Disagree","Agree",406.8469,310.5751,448.2842
"380341","Female","None  ","No","Strongly agree","Strongly disagree","Sometimes",NA,"Most Lessons","Agree","Agree","Strongly disagree","Strongly agree",639.8271,607.5718,586.4789
"380342","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,306.3639,222.9225,322.6781
"380343","Male","None  ","Yes","Strongly agree","Agree","Sometimes",NA,"Most Lessons","Agree","Strongly agree","Disagree","Strongly agree",476.2502,440.0892,517.1951
"380344","Male","Five or more times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,496.5026,415.2289,490.1529
"380345","Female","One or two times  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Every Lesson","Disagree","Strongly agree","Disagree","Agree",552.5082,566.5059,545.9157
"380346","Male","None  ","Yes",NA,"Strongly agree",NA,"Heard of it once or twice",NA,"Strongly agree","Strongly disagree","Strongly agree","Agree",433.3307,424.4513,496.7736
"380347","Male","One or two times  ","Yes","Agree","Strongly agree","Often",NA,"Most Lessons","Disagree","Disagree","Strongly disagree","Agree",392.1249,361.4184,399.0489
"380348","Female","Three or four times  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,480.768,495.018,541.3465
"380349","Male","None  ","Yes","Strongly disagree","Strongly agree","Never or rarely",NA,"Every Lesson","Strongly disagree","Agree","Strongly disagree","Agree",515.5086,526.8597,514.8639
"380350","Female","One or two times  ","Yes",NA,"Strongly disagree",NA,"Heard of it often","Every Lesson","Agree","Strongly agree","Strongly disagree","Agree",659.3784,665.2387,670.2163
"380351","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Most Lessons","Disagree","Agree","Disagree","Agree",480.8459,568.8889,478.4036
"380352","Male","Three or four times  ","Yes","Agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,496.8141,456.2885,540.041
"380353","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,444.2359,445.8632,417.2324
"380354","Female","None  ","No","Strongly agree",NA,"Often","Know it well,  understand the concept",NA,NA,NA,NA,NA,565.2049,558.4834,544.4237
"380355","Male","None  ","Yes","Strongly disagree","Disagree",NA,NA,"Every Lesson","Strongly disagree","Agree","Disagree","Strongly disagree",475.627,427.3383,463.2973
"380356","Male","Three or four times  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,586.0804,622.0505,622.846
"380357","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Every Lesson","Agree","Agree","Disagree","Agree",570.8911,553.2437,539.668
"380358","Female","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Disagree","Disagree","Disagree",420.7119,489.6961,478.1238
"380359","Female","None  ","Yes","Agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,289.6168,435.4448,372.1932
"380360","Female","None  ","No",NA,"Agree",NA,"Heard of it often","Some Lessons","Agree","Disagree","Disagree","Agree",492.53,501.6108,478.1238
"380361","Female","None  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,624.2483,617.9772,590.8616
"380362","Male","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,500.2415,505.9289,529.1309
"380363","Female","One or two times  ","Yes",NA,"Strongly agree",NA,"Know it well,  understand the concept","Every Lesson","Agree","Strongly agree","Strongly disagree","Strongly agree",442.678,428.296,448.937
"380364","Male","None  ","No","Disagree","Strongly agree","Never or rarely",NA,"Never or Hardly Ever","Disagree","Disagree","Disagree","Strongly disagree",374.8325,434.636,444.5543
"380365","Female","None  ","Yes","Disagree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,452.7263,515.5906,502.0888
"380366","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,514.4181,531.4307,562.2342
"380367","Female","Three or four times  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Some Lessons","Agree","Agree","Disagree","Agree",487.7785,531.5563,538.7355
"380368","Male","One or two times  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Most Lessons","Disagree","Agree","Agree","Agree",701.441,674.6581,677.6762
"380369","Female","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Agree","Strongly agree",607.0338,591.3678,582.5625
"380370","Female","One or two times  ","Yes","Strongly agree","Disagree","Sometimes",NA,"Most Lessons","Agree","Strongly agree","Disagree","Strongly agree",536.3842,480.641,510.8542
"380371","Female","None  ","Yes","Strongly agree","Disagree","Never or rarely",NA,"Some Lessons","Agree","Disagree","Strongly disagree","Strongly agree",651.4332,618.1361,667.6986
"380372","Female","None  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Most Lessons","Agree","Strongly agree","Disagree","Disagree",367.8221,539.4199,471.3167
"380373","Male","None  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Some Lessons","Strongly agree","Strongly agree","Strongly agree","Strongly agree",514.3402,487.5644,497.9858
"380374","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,599.9455,477.941,590.7684
"380375","Male","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it once or twice","Every Lesson","Disagree","Agree","Agree","Agree",546.1209,540.7333,534.0731
"380376","Male","Three or four times  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Every Lesson","Strongly agree","Strongly agree","Strongly agree","Strongly agree",503.2793,458.9349,535.0056
"380377","Male","None  ","Yes","Strongly agree","Strongly disagree","Often",NA,"Every Lesson","Agree","Strongly disagree","Disagree","Agree",747.7099,693.584,754.1402
"380378","Male","None  ","Yes","Strongly agree","Disagree","Sometimes",NA,"Some Lessons","Disagree","Agree","Strongly disagree","Strongly agree",677.0603,627.8245,587.8777
"380379","Female","None  ","No","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,613.9663,674.5321,616.132
"380380","Female","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Every Lesson","Disagree","Agree","Disagree","Agree",633.5956,664.7621,541.7195
"380381","Female","Five or more times  ","Yes",NA,"Disagree",NA,"Never heard of it","Most Lessons","Agree","Strongly disagree","Agree","Agree",569.0995,655.3892,535.0988
"380382","Female","One or two times  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Agree","Agree",376.8578,448.1537,345.1511
"380383","Female","None  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,583.6657,649.3525,569.5076
"380384","Male","None  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Strongly agree",585.2236,547.7102,542.1858
"380385","Female","None  ","Yes","Agree","Strongly disagree","Never or rarely",NA,"Most Lessons","Disagree","Agree","Disagree","Disagree",703.3105,651.4177,655.2965
"380386","Female","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,505.3825,548.2368,495.2816
"380387","Male","None  ","Yes","Disagree",NA,"Often","Heard of it a few times",NA,NA,NA,NA,NA,570.5016,503.4429,557.2921
"380388","Male","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Every Lesson","Agree","Agree","Agree","Disagree",423.2045,346.6626,356.9004
"380389","Female","Five or more times  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,455.0631,469.5207,491.8314
"380390","Female","None  ","Yes","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,403.6532,445.7708,430.567
"380391","Male","Five or more times  ","Yes",NA,"Agree",NA,"Heard of it often","Most Lessons","Disagree","Agree","Disagree","Strongly disagree",398.9796,331.1049,407.9075
"380392","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it a few times","Some Lessons","Agree","Agree","Disagree","Agree",411.4426,441.8535,422.9206
"380393","Female","None  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Disagree","Agree","Disagree","Disagree",442.1327,442.5141,460.4998
"380394","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Every Lesson","Strongly agree","Agree","Disagree","Agree",583.8994,637.9144,597.5755
"380395","Male","One or two times  ","Yes","Disagree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,359.4096,485.7199,430.7535
"380396","Male","One or two times  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Some Lessons","Agree","Strongly disagree","Strongly agree","Strongly agree",553.4429,598.4734,618.9295
"380397","Female","None  ","Yes","Agree","Strongly agree","Sometimes",NA,"Some Lessons","Agree","Agree","Strongly agree","Strongly agree",468.7724,460.0684,452.3872
"380398","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,664.5194,621.5516,670.2163
"380399","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Most Lessons","Agree","Agree","Strongly disagree","Agree",646.0586,674.3732,644.9459
"380400","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Disagree","Agree",420.8677,465.6285,447.6315
"380401","Male","None  ","Yes","Disagree","Strongly agree","Never or rarely",NA,"Never or Hardly Ever","Disagree","Disagree","Strongly agree","Agree",476.8733,392.1329,452.0142
"380402","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it a few times","Most Lessons","Disagree","Strongly agree","Strongly disagree","Strongly agree",508.1866,532.2327,518.4073
"380403","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,646.7596,577.6228,639.4442
"380404","Female","One or two times  ","Yes",NA,"Agree",NA,"Heard of it a few times","Every Lesson","Disagree","Strongly agree","Disagree","Agree",586.392,563.3287,539.1085
"380405","Female","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,536.1505,545.0595,501.1563
"380406","Male","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it once or twice","Never or Hardly Ever","Disagree","Agree","Strongly agree","Agree",664.5973,703.2074,715.6285
"380407","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,578.1352,542.0966,589.8359
"380408","Male","None  ","Yes","Strongly agree","Strongly disagree","Sometimes",NA,"Most Lessons","Agree","Agree","Strongly disagree","Strongly agree",769.8317,621.7298,667.4189
"380409","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Disagree","Agree","Disagree","Agree",413.8573,449.7423,470.0112
"380410","Male","One or two times  ","Yes",NA,"Disagree",NA,"Never heard of it","Never or Hardly Ever","Disagree","Agree","Disagree","Agree",481.6249,461.9021,514.2111
"380411","Female","None  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,686.9528,668.8925,622.6595
"380412","Male","One or two times  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Disagree","Strongly disagree","Disagree","Agree",548.6914,503.3627,519.3398
"380413","Female","None  ","Yes","Strongly agree","Agree","Sometimes",NA,"Every Lesson","Disagree","Disagree","Agree","Agree",562.6344,584.7751,553.3756
"380414","Male","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Some Lessons","Disagree","Disagree","Strongly agree","Agree",461.9956,428.461,428.702
"380415","Male","None  ","Yes","Agree","Agree","Always or almost always",NA,"Most Lessons","Agree","Agree","Strongly disagree","Agree",450.4674,425.8146,441.1041
"380416","Female","One or two times  ","Yes","Agree",NA,"Often","Heard of it once or twice",NA,NA,NA,NA,NA,500.553,481.4353,468.8922
"380417","Male","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Some Lessons","Agree","Agree","Disagree","Agree",501.0204,546.1063,512.6259
"380418","Male","Three or four times  ","Yes","Agree","Agree","Often",NA,"Every Lesson","Agree","Agree","Strongly agree","Agree",543.2388,441.6129,533.3271
"380419","Female","None  ","Yes","Agree","Agree","Sometimes",NA,"Most Lessons","Disagree","Agree","Agree","Agree",454.7515,468.8058,430.9399
"380420","Male","None  ","Yes",NA,"Strongly agree",NA,"Know it well,  understand the concept","Most Lessons","Strongly agree","Strongly agree","Disagree","Strongly disagree",364.6284,366.7112,410.9847
"380421","Female","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,438.0044,417.1756,454.1589
